SchoolName,Location_Code,District,Zip,Economic_Need_Index,School_Income_Estimate,Minorities,Black_or_Hispanic,Percent Hispanic,White,Student_Attendance_Rate,Percent_of_Students_Chronically_Absent,Rigorous_Instruction,Collaborative_Teachers,Supportive_Environment,Effective_School_Leadership,Strong_Family-Community_Ties,Trust,Average_ELA_Proficiency,Average_Math_Proficiency,ELAPassRate,ELApass,ELAWhiteRate,MathTesters,Mathpass,Mathpassrate,MathWhitePass,ELA_limited_pass,ELA_eco_pass,Math_limited_pass,Math_eco_pass,Latitude,Longitude
I.S._59_SPRINGFIELD_GARDENS,29Q59,29,11413,0.468,,0.99,0.96,0.05,0.1,0.93,0.2,0.94,0.87,0.81,0.79,0.78,0.85,2.38,2.3,0.63,33,,57,14,0.28,,,0.727,,0.643,40.681888,-73.753044
P.S._95_EASTWOOD,29Q95,29,11432,0.721,4157.9,0.98,0.54,0.43,0.2,0.93,0.23,0.95,0.92,0.96,0.87,0.87,0.96,2.77,2.81,0.139,99,,733,178,0.243,0.11,,0.576,0.45,0.596,40.710718,-73.783055
JEAN_NUZZI_INTERMEDIATE_SCHOOL,29Q19,29,11428,0.435,,0.96,0.61,0.21,0.4,0.94,0.16,0.89,0.86,0.78,0.82,0.72,0.86,2.53,2.55,0.16,98,,846,68,0.8,,,0.673,0.29,0.735,40.720412,-73.746572
P.S./I.S._116_WILLIAM_C._HUGHLEY,29Q116,29,11433,0.748,48919.46,0.98,0.92,0.32,0.2,0.91,0.38,0.86,0.83,0.8,0.77,0.85,0.87,2.26,2.24,0.3,12,,411,6,0.15,,,0.333,,0.333,40.70076,-73.781916
P.S._118_LORRAINE_HANSBERRY,29Q118,29,11423,0.616,62747.35,1,0.94,0.12,,0.92,0.27,0.94,0.87,0.93,0.64,0.83,0.84,2.39,2.47,0.73,18,,248,14,0.56,,,0.444,,0.357,40.703442,-73.765375
P.S._131_ABIGAIL_ADAMS,29Q131,29,11432,0.572,6211,0.96,0.2,0.12,0.4,0.95,0.1,0.89,0.91,0.96,0.85,0.81,0.96,2.99,3.34,0.259,19,,436,15,0.344,,,0.798,0.27,0.87,40.716997,-73.793918
P.S._132_RALPH_BUNCHE,29Q132,29,11413,0.639,77296.87,0.99,0.97,0.04,0.1,0.94,0.16,0.93,0.96,0.94,0.89,0.88,0.95,2.57,2.84,0.11,18,,164,19,0.116,,,0.722,,0.737,40.681992,-73.749505
P.S._134_HOLLIS,29Q134,29,11423,0.566,69948.92,0.99,0.95,0.09,0.1,0.92,0.32,0.86,0.78,0.79,0.73,0.85,0.84,2.4,2.32,0.77,15,,195,9,0.46,,,0.733,,0.889,40.70796,-73.755348
THE_BELLAIRE_SCHOOL,29Q135,29,11427,0.514,63555.49,0.97,0.49,0.19,0.3,0.94,0.17,0.81,0.69,0.81,0.55,0.79,0.79,2.7,2.71,0.13,55,0.18,437,82,0.188,0.12,,0.4,0.12,0.354,40.72012,-73.757425
P.S._136_ROY_WILKINS,29Q136,29,11412,0.589,7161.93,0.99,0.96,0.06,0.1,0.94,0.21,0.94,0.84,0.92,0.77,0.83,0.84,2.47,2.34,0.41,11,,268,13,0.49,,,0.818,0.77,0.923,40.698936,-73.752691
P.S./M.S._138_SUNRISE,29Q138,29,11422,0.545,7963.5,0.98,0.92,0.08,0.2,0.94,0.19,0.86,0.86,0.79,0.82,0.81,0.87,2.27,2.16,0.2,11,,543,13,0.24,,,0.545,,0.615,40.659983,-73.734434
P.S./M.S._147_RONALD_MCNAIR,29Q147,29,11411,0.48,74346.24,0.99,0.97,0.02,0.1,0.92,0.3,0.85,0.72,0.9,0.65,0.72,0.82,2.41,2.29,0.59,23,,386,16,0.41,,,0.739,,0.688,40.698026,-73.740151
P.S._156_LAURELTON,29Q156,29,11413,0.57,77635.55,1,0.97,0.06,,0.91,0.32,0.91,0.92,0.82,0.81,0.82,0.89,2.37,2.26,0.46,6,,134,5,0.37,,,0.833,,0.8,40.672087,-73.743438
P.S._176_CAMBRIA_HEIGHTS,29Q176,29,11411,0.38,83684.63,1,0.85,0.03,,0.96,0.9,0.96,0.94,0.94,0.86,0.87,0.94,3,2.93,0.268,15,,391,1,0.256,,,0.657,,0.69,40.68487,-73.729678
P.S._181_BROOKFIELD,29Q181,29,11413,0.543,76522.2,0.99,0.94,0.08,0.1,0.93,0.25,0.84,0.84,0.89,0.82,0.86,0.93,2.43,2.42,0.55,9,,164,9,0.55,,,0.556,,0.667,40.656203,-73.753128
I.S._192_THE_LINDEN,29Q192,29,11412,0.487,,0.99,0.95,0.08,0.1,0.94,0.14,0.92,0.95,0.92,0.9,0.98,0.96,2.32,2.13,0.38,19,,482,9,0.19,,,0.474,,0.667,40.706768,-73.753793
P.S._195_WILLIAM_HABERLE,29Q195,29,11422,0.515,77343.97,0.99,0.97,0.05,0.1,0.94,0.19,0.93,0.94,0.93,0.91,0.97,0.95,2.39,2.22,0.48,14,,293,13,0.44,,,0.714,,0.692,40.652625,-73.735205
P.S./I.S._28,29Q28,26,11426,0.32,73222.68,0.99,0.87,0.13,0.1,0.96,0.6,0.94,0.93,0.88,0.84,0.83,0.91,2.86,2.92,0.142,71,,499,14,0.28,,,0.451,,0.481,40.744184,-73.727581
I.S._238_-_SUSAN_B._ANTHONY_ACADEMY,29Q238,29,11423,0.69,,0.98,0.67,0.28,0.2,0.93,0.21,0.81,0.79,0.8,0.75,0.73,0.87,2.34,2.33,0.41,58,0.17,1324,45,0.34,,,0.81,0.22,0.911,40.712772,-73.780173
P.S._251_QUEENS,29Q251,29,11413,0.572,71741.52,0.99,0.95,0.03,0.1,0.95,0.1,0.88,0.88,0.95,0.77,0.86,0.91,,,0.132,14,,15,1,0.95,,,0.714,,0.6,40.665341,-73.759335
PATHWAYS_COLLEGE_PREPARATORY_SCHOOL:_A_COLLEGE_BOARD_SCHOOL,29Q259,29,11412,0.396,,0.99,0.94,0.06,0.1,0.96,0.1,0.86,0.83,0.84,0.76,0.75,0.85,2.54,2.24,0.72,15,,18,1,0.6,,,0.667,,,40.706768,-73.753793
P.S./I.S._268,29Q268,29,11433,0.65,47432.34,0.98,0.61,0.27,0.2,0.94,0.16,0.91,0.83,0.88,0.73,0.78,0.82,2.69,2.71,0.112,4,,34,41,0.121,,,0.7,,0.78,40.707652,-73.785219
THE_GORDON_PARKS_SCHOOL,29Q27,29,11422,0.358,7777.17,1,0.98,0.02,,0.96,0.9,0.91,0.78,0.87,0.73,0.82,0.84,2.66,2.63,0.116,54,,439,4,0.91,,,0.556,,0.475,40.674937,-73.736741
PREPARATORY_ACADEMY_FOR_WRITERS:_A_COLLEGE_BOARD_SCHOOL,29Q283,29,11413,0.464,,0.98,0.91,0.06,0.2,0.97,0.3,0.94,0.93,0.88,0.92,0.81,0.91,2.68,2.6,0.112,18,,19,13,0.119,,,0.556,,0.615,40.668105,-73.757899
QUEENS_UNITED_MIDDLE_SCHOOL,29Q289,29,11413,0.367,,0.99,0.91,0.05,0.1,0.95,0.13,0.75,0.86,0.85,0.84,0.84,0.91,2.34,2.18,0.4,9,,28,3,0.14,,,0.556,,0.667,40.672087,-73.743438
P.S./I.S._295,29Q295,29,11428,0.419,67828.27,0.95,0.53,0.28,0.5,0.96,0.7,0.95,0.85,0.87,0.69,0.81,0.82,2.82,2.85,0.182,62,,328,62,0.189,,,0.758,,0.71,40.72073,-73.731394
EAGLE_ACADEMY_FOR_YOUNG_MEN_III,29Q327,29,11434,0.419,,0.97,0.9,0.03,0.3,0.93,0.27,0.81,0.66,0.81,0.61,0.84,0.8,2.41,2.42,0.37,8,,213,5,0.23,,,0.5,,0.6,40.691665,-73.778987
COLLABORATIVE_ARTS_MIDDLE_SCHOOL,29Q355,29,11413,0.557,,0.99,0.97,0.06,0.1,0.92,0.26,0.84,0.91,0.78,0.9,0.8,0.89,2.21,2.13,0.26,1,,383,1,0.26,,,0.8,,0.8,40.664858,-73.759088
COMMUNITY_VOICES_MIDDLE_SCHOOL,29Q356,29,11413,0.547,,0.99,0.97,0.06,0.1,0.92,0.27,0.81,0.85,0.84,0.87,0.75,0.9,2.24,2.13,0.44,16,,341,8,0.23,,,0.688,,0.875,40.664858,-73.759088
P.S._2_ALFRED_ZIMBERG,3Q2,3,11372,0.471,6134.47,0.61,0.39,0.37,0.39,0.94,0.16,0.99,0.95,0.98,0.88,0.84,0.93,2.79,3.4,0.231,68,0.382,31,16,0.352,0.434,0.15,0.588,,0.64,40.7697,-73.89414
I.S._1_HORACE_GREELEY,3Q1,3,1113,0.65,,0.82,0.58,0.52,0.18,0.94,0.15,0.93,0.95,0.88,0.88,0.7,0.93,2.59,2.76,0.131,97,0.289,755,11,0.134,0.248,,0.464,,0.55,40.759518,-73.912499
P.S._11_KATHRYN_PHELAN,3Q11,3,11377,0.567,51298.3,0.91,0.51,0.5,0.9,0.95,0.12,0.91,0.9,0.92,0.85,0.85,0.94,2.76,2.95,0.184,126,0.56,699,167,0.239,0.48,0.16,0.365,0.3,0.455,40.745517,-73.909077
P.S._17_HENRY_DAVID_THOREAU,3Q17,3,1112,0.699,46465.49,0.87,0.67,0.55,0.13,0.94,0.2,0.91,0.9,0.9,0.78,0.88,0.95,2.36,2.51,0.75,17,0.353,234,21,0.9,0.238,,0.529,,0.524,40.768259,-73.922754
P.S._69_JACKSON_HEIGHTS,3Q69,3,11372,0.637,4832.5,0.92,0.41,0.4,0.8,0.97,0.7,0.91,0.9,0.94,0.8,0.85,0.94,2.88,3.7,0.183,1,0.5,561,144,0.257,0.56,,0.41,0.56,0.438,40.748799,-73.888464
P.S._7,3Q7,3,1113,0.578,58639.79,0.65,0.45,0.43,0.35,0.95,0.13,0.88,0.76,0.9,0.62,0.78,0.78,2.72,2.91,0.144,61,0.443,433,78,0.18,0.487,,0.754,,0.731,40.761734,-73.913973
P.S._76_WILLIAM_HALLET,3Q76,3,1116,0.766,3312.79,0.89,0.77,0.47,0.11,0.93,0.26,0.82,0.82,0.86,0.75,0.76,0.83,2.23,2.44,0.3,6,,21,1,0.5,0.2,,0.833,,0.6,40.760848,-73.941632
P.S./I.S._78Q,3Q78,3,1119,0.232,9839.97,0.6,0.36,0.32,0.4,0.95,0.13,0.96,0.97,0.87,0.89,0.89,0.93,2.94,3.6,0.238,57,0.298,243,62,0.255,0.387,,0.228,,0.21,40.744465,-73.957666
P.S._84_STEINWAY,3Q84,3,1115,0.568,5881.89,0.57,0.46,0.39,0.43,0.94,0.17,0.95,0.89,0.89,0.83,0.84,0.92,2.58,2.72,0.89,12,0.333,138,27,0.196,0.519,,0.25,0.37,0.333,40.771182,-73.906108
P.S._85_JUDGE_CHARLES_VALLONE,3Q85,3,1115,0.481,59442.38,0.57,0.35,0.31,0.43,0.94,0.19,0.97,0.87,0.95,0.7,0.84,0.83,3.11,3.35,0.32,78,0.372,242,15,0.434,0.39,0.13,0.231,0.1,0.238,40.773009,-73.914843
P.S._92_HARRY_T._STEWART_SR.,3Q92,3,11368,0.789,44258.79,1,0.98,0.96,,0.96,0.6,0.9,0.9,0.91,0.79,0.83,0.96,2.18,2.37,0.34,13,,392,22,0.56,,,0.692,0.45,0.818,40.755511,-73.868676
P.S._111_JACOB_BLACKWELL,3Q111,3,1111,0.847,26289.11,0.94,0.89,0.48,0.6,0.89,0.45,0.87,0.84,0.84,0.76,0.78,0.83,2.6,2.3,0.16,3,,192,6,0.31,,,,0.167,0.167,40.75855,-73.939237
P.S._112_DUTCH_KILLS,3Q112,3,1111,0.82,4496.4,0.93,0.64,0.43,0.7,0.94,0.2,0.93,0.91,0.93,0.82,0.86,0.93,2.39,2.62,0.8,18,,23,25,0.19,,,0.556,0.4,0.56,40.757217,-73.933922
P.S._122_MAMIE_FAY,3Q122,3,1115,0.421,54818.42,0.61,0.27,0.21,0.39,0.96,0.8,0.9,0.86,0.91,0.71,0.78,0.92,3.38,3.52,0.466,367,0.346,7,341,0.487,0.355,,0.471,,0.472,40.780311,-73.91658
ALBERT_SHANKER_SCHOOL_FOR_VISUAL_AND_PERFORMING_ARTS,3Q126,3,1116,0.77,,0.9,0.64,0.49,0.1,0.94,0.2,0.9,0.97,0.91,0.93,0.81,0.96,2.46,2.51,0.143,82,,57,13,0.181,,,0.817,,0.864,40.766101,-73.929913
P.S._127_AEROSPACE_SCIENCE_MAGNET_SCHOOL,3Q127,3,11369,0.669,5326.46,0.98,0.86,0.74,0.2,0.94,0.2,0.88,0.72,0.87,0.52,0.76,0.77,2.35,2.42,0.84,71,,86,62,0.72,,,0.845,0.16,0.855,40.764979,-73.871196
I.S._141_THE_STEINWAY,3Q141,3,1115,0.513,,0.66,0.41,0.38,0.34,0.95,0.12,0.89,0.89,0.85,0.78,0.73,0.87,2.87,3.3,0.227,247,0.324,167,291,0.273,0.316,0.4,0.51,0.3,0.55,40.775893,-73.904564
I.S._145_JOSEPH_PULITZER,3Q145,3,11372,0.682,,0.98,0.9,0.89,0.2,0.96,0.9,0.87,0.85,0.86,0.74,0.76,0.86,2.43,2.57,0.89,159,,1855,223,0.12,,,0.918,0.9,0.919,40.754326,-73.887594
P.S._148_QUEENS,3Q148,3,11369,0.662,5557.16,0.97,0.83,0.83,0.3,0.95,0.11,0.76,0.6,0.82,0.39,0.78,0.71,2.49,2.71,0.46,22,,495,65,0.131,,,0.5,0.15,0.692,40.758364,-73.879173
P.S._149_CHRISTA_MCAULIFFE,3Q149,3,11372,0.735,4459,0.97,0.88,0.87,0.3,0.96,0.11,0.89,0.92,0.93,0.86,0.82,0.94,2.49,2.84,0.8,56,0.18,72,17,0.149,0.9,,0.571,0.47,0.664,40.755297,-73.874426
P.S._15_QUEENS,3Q15,3,1114,0.512,54911.92,0.78,0.48,0.47,0.22,0.95,0.1,0.94,0.81,0.93,0.64,0.81,0.84,2.89,3.27,0.24,138,0.13,582,26,0.354,0.17,0.14,0.283,0.1,0.335,40.745747,-73.92332
P.S._151_MARY_D._CARTER,3Q151,3,11377,0.771,43163.68,0.93,0.73,0.51,0.7,0.93,0.3,0.9,0.94,0.91,0.87,0.84,0.93,2.28,2.44,0.42,7,,168,2,0.119,0.5,,0.429,,0.45,40.757671,-73.908368
P.S._152_GWENDOLINE_N._ALLEYNE_SCHOOL,3Q152,3,11377,0.693,47329.35,0.96,0.45,0.44,0.4,0.97,0.5,0.91,0.86,0.94,0.74,0.79,0.91,2.75,3.4,0.159,96,,626,172,0.275,,,0.573,0.29,0.558,40.753093,-73.90053
P.S._166_HENRY_GRADSTEIN,3Q166,3,1116,0.69,52935.98,0.8,0.5,0.44,0.2,0.95,0.11,0.91,0.9,0.94,0.83,0.83,0.9,2.84,3.8,0.242,143,0.266,598,198,0.331,0.212,,0.594,0.15,0.621,40.757499,-73.926238
P.S._171_PETER_G._VAN_ALST,3Q171,3,1112,0.754,386.97,0.96,0.75,0.49,0.4,0.92,0.3,0.93,0.92,0.92,0.8,0.81,0.93,2.21,2.45,0.18,4,,229,16,0.7,,,0.5,,0.375,40.771098,-73.929462
I.S._24_OLIVER_W._HOLMES,3Q24,3,1116,0.745,,0.94,0.71,0.53,0.6,0.93,0.21,0.79,0.76,0.83,0.68,0.76,0.8,2.52,2.66,0.41,19,,416,29,0.7,,,0.737,0.27,0.379,40.756628,-73.932648
P.S._212,3Q212,3,11372,0.627,51243.16,0.89,0.62,0.61,0.11,0.95,0.12,0.96,0.95,0.95,0.88,0.85,0.95,2.64,2.94,0.159,59,,38,98,0.258,,,0.525,0.1,0.551,40.753191,-73.8849
I.S._227_LOUIS_ARMSTRONG,3Q227,3,11369,0.554,,0.73,0.59,0.48,0.27,0.97,0.6,0.94,0.96,0.9,0.93,0.75,0.95,2.91,3.2,0.29,288,0.389,1363,359,0.263,0.323,0.3,0.646,0.6,0.68,40.757692,-73.874171
I.S._23,3Q23,3,11372,0.61,,0.95,0.57,0.56,0.5,0.96,0.8,0.9,0.91,0.87,0.85,0.74,0.92,2.79,3.12,0.164,188,0.8,1154,3,0.26,0.67,,0.75,0.13,0.757,40.75264,-73.892841
P.S._234,3Q234,3,1112,0.672,544.6,0.69,0.44,0.38,0.31,0.95,0.11,0.93,0.87,0.95,0.82,0.83,0.89,2.62,2.73,0.6,17,0.529,287,37,0.129,0.45,,0.765,0.81,0.73,40.766925,-73.923054
ACADEMY_FOR_NEW_AMERICANS,3Q235,3,1112,0.676,,0.85,0.63,0.61,0.15,0.96,0.11,0.93,0.96,0.96,0.92,0.84,0.96,1.91,2.34,,,,187,7,0.37,,,,0.857,1,40.766708,-73.923052
P.S._28,3Q28,3,11372,0.766,42962.15,0.99,0.91,0.91,0.1,0.96,0.11,0.86,0.9,0.93,0.79,0.86,0.95,2.28,2.57,0.79,27,,351,42,0.12,,,0.481,0.48,0.571,40.753821,-73.873937
"YOUNG_WOMEN'S_LEADERSHIP_SCHOOL,_ASTORIA",3Q286,3,1115,0.561,,0.84,0.49,0.43,0.16,0.97,0.6,0.9,0.95,0.91,0.78,0.74,0.87,2.88,2.88,0.196,45,0.89,229,45,0.197,0.111,,0.822,,0.822,40.771319,-73.924184
HUNTERS_POINT_COMMUNITY_MIDDLE_SCHOOL,3Q291,3,1111,0.563,,0.82,0.63,0.51,0.18,0.94,0.14,0.88,0.94,0.85,0.97,0.85,0.92,2.68,2.8,0.181,63,0.27,344,73,0.212,0.219,,0.444,,0.425,40.74308,-73.959251
THE_3TH_AVENUE_SCHOOL_(G&T_CITYWIDE),3Q3,3,1112,0.259,6663.51,0.69,0.14,0.09,0.31,0.96,0.4,0.94,0.97,0.95,0.95,0.93,0.99,3.73,3.99,0.727,48,0.188,66,47,0.712,0.191,,0.292,,0.298,40.768259,-73.922754
BACCALAUREATE_SCHOOL_FOR_GLOBAL_EDUCATION,3Q58,3,1116,0.276,,0.69,0.17,0.15,0.31,0.98,0.1,0.88,0.81,0.9,0.74,0.7,0.89,3.91,4.7,0.694,129,0.264,16,79,0.745,0.241,,0.287,,0.38,40.755048,-73.926963
P.S._1_TOTTENVILLE,31R1,31,137,0.298,71278.87,0.2,0.18,0.16,0.8,0.94,0.18,0.96,0.91,0.97,0.81,0.87,0.92,2.85,2.81,0.16,23,0.913,218,2,0.92,0.9,,0.217,,0.1,40.508835,-74.244025
I.S._R2_GEORGE_L._EGBERT,31R2,31,136,0.526,,0.46,0.34,0.29,0.54,0.93,0.2,0.83,0.92,0.82,0.78,0.75,0.89,2.7,2.6,0.111,87,0.529,694,65,0.94,0.4,,0.563,0.46,0.677,40.577094,-74.10015
P.S._3_THE_MARGARET_GIOIOSA_SCHOOL,31R3,31,139,0.194,8939.74,0.18,0.12,0.12,0.82,0.95,0.11,0.87,0.72,0.9,0.51,0.83,0.71,2.84,3.15,0.196,9,0.811,455,165,0.363,0.794,,0.144,0.6,0.176,40.520825,-74.211845
P.S._4_MAURICE_WOLLIN,31R4,31,1312,0.292,9188.61,0.28,0.21,0.18,0.72,0.94,0.14,0.95,0.96,0.98,0.9,0.84,0.96,2.78,2.86,0.16,38,0.684,357,48,0.134,0.771,,0.263,0.21,0.25,40.552373,-74.195516
P.S._5_HUGUENOT,31R5,31,1312,0.158,95538.26,0.9,0.07,0.07,0.91,0.96,0.5,1,0.99,1,0.96,0.9,0.96,3.2,3.35,0.364,36,,1,4,0.4,,,0.139,,0.75,40.529697,-74.187532
P.S._6_CORPORAL_ALLAN_F._KIVLEHAN_SCHOOL,31R6,31,137,0.239,82498.64,0.17,0.12,0.12,0.83,0.95,0.12,0.9,0.88,0.96,0.69,0.84,0.81,2.52,2.88,0.16,48,0.896,31,83,0.276,0.94,,0.188,,0.241,40.510274,-74.230429
I.S._7_ELIAS_BERNSTEIN,31R7,31,1312,0.239,,0.12,0.07,0.07,0.88,0.94,0.15,0.94,0.93,0.88,0.84,0.76,0.91,3.1,3.22,0.241,266,0.887,15,269,0.268,0.888,,0.248,,0.223,40.52409,-74.186183
P.S._8_SHIRLEE_SOLOMON,31R8,31,138,0.273,85181.84,0.22,0.15,0.13,0.78,0.95,0.11,0.97,0.97,0.95,0.87,0.87,0.97,2.9,3.1,0.258,59,0.763,231,77,0.333,0.766,,0.153,,0.195,40.547645,-74.151951
P.S._11_THOMAS_DONGAN_SCHOOL,31R11,31,134,0.567,6118.91,0.65,0.56,0.4,0.35,0.94,0.19,0.93,0.86,0.85,0.77,0.88,0.87,2.52,2.63,0.9,11,0.636,123,8,0.65,0.5,,0.455,,0.375,40.590709,-74.097904
P.S._13_M._L._LINDEMEYER,31R13,31,135,0.639,62621.47,0.78,0.6,0.44,0.22,0.94,0.2,0.94,0.93,0.95,0.85,0.88,0.94,2.48,2.76,0.66,29,0.241,44,84,0.191,0.298,,0.379,0.36,0.381,40.613146,-74.06915
P.S._16_JOHN_J._DRISCOLL,31R16,31,131,0.829,49651.7,0.9,0.83,0.55,0.1,0.92,0.3,0.95,0.87,0.9,0.74,0.83,0.89,2.15,2.18,0.3,9,0.222,36,15,0.49,0.133,,0.667,0.133,0.4,40.639729,-74.079582
P.S._18_JOHN_G._WHITTIER,31R18,31,131,0.851,47859.82,0.95,0.89,0.46,0.5,0.92,0.34,0.89,0.81,0.84,0.72,0.83,0.86,2.15,2.34,0.5,13,,259,23,0.89,,,0.615,,0.696,40.636543,-74.116882
P.S._19_THE_CURTIS_SCHOOL,31R19,31,131,0.755,59197.8,0.92,0.84,0.68,0.8,0.93,0.24,0.89,0.89,0.91,0.75,0.85,0.91,2.36,2.53,0.27,8,0.125,298,24,0.81,0.42,,0.375,,0.75,40.630563,-74.126888
P.S._2_PORT_RICHMOND,31R2,31,132,0.862,4198.16,0.94,0.91,0.79,0.6,0.94,0.18,0.86,0.89,0.92,0.85,0.84,0.9,2.16,2.32,0.12,3,,255,4,0.16,,,,,,40.636739,-74.132576
P.S._21_MARGARET_EMERY-ELM_PARK,31R21,31,132,0.788,5434.32,0.85,0.83,0.58,0.15,0.93,0.2,0.98,0.91,0.95,0.78,0.82,0.87,2.2,2.36,0.4,8,0.125,22,7,0.35,0.286,,0.375,,0.429,40.631307,-74.144611
P.S._22_GRANITEVILLE,31R22,31,133,0.696,6992.26,0.88,0.79,0.55,0.12,0.93,0.25,0.85,0.86,0.87,0.66,0.8,0.89,2.44,2.65,0.7,34,0.118,497,57,0.115,0.175,,0.794,0.18,0.789,40.624959,-74.150648
P.S._23_RICHMONDTOWN,31R23,31,136,0.261,88174.15,0.23,0.18,0.17,0.77,0.95,0.1,0.95,0.97,0.95,0.92,0.88,0.97,3,3.29,0.241,53,0.83,22,83,0.377,0.892,,0.75,,0.169,40.570691,-74.133509
I.S._24_MYRA_S._BARNES,31R24,31,138,0.254,,0.17,0.13,0.12,0.83,0.94,0.15,0.9,0.9,0.82,0.83,0.73,0.89,2.85,2.88,0.187,231,0.883,151,181,0.172,0.845,,0.182,0.11,0.254,40.545793,-74.145561
P.S._26_THE_CARTERET_SCHOOL,31R26,31,1314,0.392,79357.72,0.49,0.39,0.34,0.51,0.95,0.11,0.99,0.99,0.97,0.94,0.89,0.99,2.65,2.87,0.96,7,0.571,72,21,0.292,0.333,,0.571,,0.571,40.59156,-74.190234
I.S._27_ANNING_S._PRALL,31R27,31,131,0.557,,0.75,0.63,0.4,0.25,0.92,0.26,0.84,0.87,0.79,0.75,0.69,0.86,2.64,2.53,0.154,155,0.432,99,13,0.113,0.437,,0.465,,0.447,40.628284,-74.117592
THE_EAGLE_ACADEMY_FOR_YOUNG_MEN_OF_STATEN_ISLAND,31R28,31,134,0.75,,0.93,0.83,0.31,0.7,0.93,0.23,0.93,0.87,0.91,0.9,0.87,0.91,2.38,2.43,0.25,3,,118,7,0.59,,,1,,0.714,40.620483,-74.080771
P.S._29_BARDWELL,31R29,31,1314,0.347,7228.99,0.48,0.3,0.22,0.52,0.95,0.1,0.94,0.95,0.97,0.88,0.97,0.96,2.89,3.6,0.231,89,0.663,386,18,0.28,0.593,,0.27,,0.278,40.613944,-74.116236
P.S._3_WESTERLEIGH,31R3,31,1314,0.31,83138.8,0.34,0.25,0.23,0.66,0.95,0.14,0.95,0.97,0.96,0.89,0.84,0.96,2.85,3.12,0.174,63,0.667,363,93,0.256,0.774,,0.27,,0.258,40.618028,-74.133161
P.S._31_WILLIAM_T._DAVIS,31R31,31,131,0.92,4954.18,0.96,0.91,0.39,0.4,0.9,0.41,0.89,0.9,0.89,0.78,0.85,0.93,2.12,2.18,0.5,1,,218,6,0.28,,,,,0.833,40.641954,-74.085457
P.S._32_THE_GIFFORD_SCHOOL,31R32,31,138,0.243,8761.73,0.22,0.17,0.17,0.78,0.95,0.13,0.88,0.9,0.93,0.83,0.86,0.9,2.74,2.94,0.175,56,0.821,319,83,0.26,0.831,,0.34,,0.289,40.555229,-74.154172
I.S._34_TOTTENVILLE,31R34,31,137,0.225,,0.15,0.11,0.11,0.85,0.93,0.22,0.9,0.85,0.84,0.78,0.72,0.87,3,3.2,0.28,224,0.848,158,275,0.26,0.865,,0.196,0.4,0.222,40.507803,-74.243221
P.S._35_THE_CLOVE_VALLEY_SCHOOL,31R35,31,131,0.319,74254.73,0.43,0.32,0.24,0.57,0.94,0.14,0.99,0.96,0.99,0.85,0.87,0.96,3.13,3.32,0.386,68,0.691,177,69,0.39,0.638,,0.235,,0.232,40.613578,-74.098959
P.S._36_J._C._DRUMGOOLE,31R36,31,1312,0.173,88391.97,0.19,0.12,0.12,0.81,0.95,0.8,0.89,0.85,0.91,0.69,0.84,0.83,3.6,3.14,0.251,19,0.844,435,114,0.262,0.772,,0.174,,0.175,40.543238,-74.182578
P.S._38_GEORGE_CROMWELL,31R38,31,136,0.538,842.25,0.45,0.36,0.33,0.55,0.95,0.16,0.98,0.92,0.96,0.84,0.82,0.9,2.75,2.88,0.123,2,0.55,164,36,0.22,0.5,,0.45,,0.583,40.574938,-74.099425
P.S._39_FRANCIS_J._MURPHY_JR.,31R39,31,135,0.562,73449.66,0.53,0.37,0.32,0.47,0.94,0.19,0.97,0.93,0.97,0.85,0.86,0.94,2.57,2.68,0.117,28,0.571,243,32,0.132,0.594,,0.643,,0.469,40.597613,-74.071405
THE_STEPHANIE_A._VIERNO_SCHOOL,31R41,31,136,0.47,72519.97,0.43,0.32,0.29,0.57,0.94,0.15,0.93,0.87,0.89,0.78,0.83,0.85,2.75,2.87,0.155,48,0.667,312,61,0.196,0.672,,0.521,0.16,0.58,40.573922,-74.10908
P.S._42_ELTINGVILLE,31R42,31,1312,0.249,79364.56,0.2,0.14,0.14,0.8,0.95,0.13,0.96,0.95,0.97,0.84,0.86,0.96,2.87,3.1,0.18,73,0.877,48,91,0.223,0.813,,0.25,,0.242,40.552214,-74.16904
P.S._44_THOMAS_C._BROWN,31R44,31,133,0.834,4156.56,0.98,0.91,0.52,0.2,0.91,0.37,0.89,0.85,0.87,0.72,0.81,0.9,2.11,2.18,0.12,5,0.2,414,7,0.17,,,0.2,,0.714,40.631586,-74.157068
P.S._45_JOHN_TYLER,31R45,31,131,0.635,66662.96,0.73,0.64,0.47,0.27,0.93,0.21,0.91,0.87,0.88,0.79,0.88,0.88,2.55,2.56,0.16,43,0.558,49,46,0.112,0.457,,0.581,,0.478,40.628306,-74.107516
P.S._46_ALBERT_V._MANISCALCO,31R46,31,135,0.659,5979.15,0.65,0.54,0.39,0.35,0.92,0.27,0.94,0.93,0.96,0.87,0.84,0.98,2.33,2.46,0.51,7,0.571,139,16,0.115,0.438,,0.143,,0.563,40.594211,-74.080521
P.S._48_WILLIAM_G._WILCOX,31R48,31,134,0.334,72831.32,0.41,0.22,0.18,0.59,0.95,0.1,0.94,0.93,0.88,0.92,0.87,0.94,3.4,3.25,0.256,157,0.675,614,29,0.34,0.646,,0.318,,0.31,40.602835,-74.091981
